ID NUTS YYYY MM 0 BAREA
762 DE415 1999 03 2 0.0101451
763 DE415 1999 04 3 0.407166
764 DE415 1999 05 3 2.39059
765 DE415 1999 06 3 2.85613
766 DE415 1999 07 3 1.95067
767 DE415 1999 08 3 11.2052
768 DE415 1999 09 3 6.63033
769 DE415 2000 04 3 2.02227
770 DE415 2000 05 3 16.2333
771 DE415 2000 06 3 20.4108
772 DE415 2000 08 4 0.0271066
773 DE415 2001 04 4 2.28365
774 DE415 2001 05 4 3.72977
775 DE415 2001 06 4 0.728217
776 DE415 2001 07 4 2.60132
777 DE415 2001 08 4 0.400608
778 DE415 2002 04 5 0.356472
779 DE415 2002 06 4 0.333388
780 DE415 2002 07 4 0.645433
781 DE415 2002 08 4 0.199384
782 DE415 2003 02 2 0.0120666
783 DE415 2003 03 5 0.27744
784 DE415 2003 04 5 4.7018
785 DE415 2003 05 5 2.60197
786 DE415 2003 06 5 3.67264
787 DE415 2003 07 5 1.35177
788 DE415 2003 08 5 1.02374
789 DE415 2003 09 5 2.54038
790 DE415 2004 04 5 2.13174
791 DE415 2004 05 2 0.59346
792 DE415 2004 06 2 0.53308
793 DE415 2004 07 2 0.191283
794 DE415 2004 08 2 0.26141
795 DE415 2004 09 3 0.0237742
796 DE415 2005 03 2 0.0212352
797 DE415 2005 04 3 0.355172
798 DE415 2005 05 4 0.167359
799 DE415 2005 06 4 0.204903
800 DE415 2005 07 4 0.221021
801 DE415 2006 05 4 0.535989
802 DE415 2006 06 4 1.54183
803 DE415 2006 07 4 45.7763
804 DE415 2006 09 3 2.31642
805 DE416 1998 06 3 0.0236748
806 DE416 1998 08 3 0.260007
807 DE416 1999 05 4 1.69441
808 DE416 1999 06 3 0.0426324
809 DE416 1999 07 2 0.0131683
810 DE416 1999 08 4 0.593951
811 DE416 1999 09 2 0.347715
812 DE416 2000 04 2 0.0309402
813 DE416 2000 05 2 0.207631
814 DE416 2000 06 3 1.2754
815 DE416 2001 05 2 0.0665954
816 DE416 2002 04 2 0.0711995
817 DE416 2002 06 4 0.371055
818 DE416 2002 09 2 0.0350267
819 DE416 2003 05 4 0.211562
820 DE416 2003 06 2 0.444991
821 DE416 2003 07 2 0.105896
822 DE416 2003 08 4 0.964785
823 DE416 2004 04 2 0.114188
824 DE416 2004 05 2 0.302628
825 DE416 2004 08 2 0.00156981
826 DE416 2005 04 2 0.0285458
827 DE416 2005 07 2 0.0706065
828 DE416 2006 05 3 0.148617
829 DE416 2006 07 2 0.398726
830 DE417 1998 05 2 0.0931233
831 DE417 1998 06 2 0.0117269
832 DE417 1998 08 2 0.227174
833 DE417 1999 05 2 0.0071362
834 DE417 1999 07 4 0.84376
835 DE417 1999 08 2 0.0310437
836 DE417 2000 05 2 1.31603
837 DE417 2000 06 2 0.477614
838 DE417 2000 08 2 0.0629067
839 DE417 2001 05 4 0.165737
840 DE417 2003 03 4 1.81684
841 DE417 2003 04 3 0.0610802
842 DE417 2003 05 3 4.79446
843 DE417 2003 06 3 3.27555
844 DE417 2003 07 4 0.673915
845 DE417 2003 08 4 0.157456
846 DE417 2004 05 2 0.0439774
847 DE417 2004 08 3 0.387086
848 DE417 2004 09 2 0.00288114
849 DE417 2005 04 5 0.347789
850 DE417 2005 06 4 1.28673
851 DE417 2006 06 2 0.13546
852 DE417 2006 07 3 0.30921
853 DE418 1998 03 4 3.13756
854 DE418 1998 04 3 0.163528
855 DE418 1998 05 3 2.43519
856 DE418 1998 06 3 0.370169
857 DE418 1998 07 3 3.51113
858 DE418 1998 08 5 0.863216
859 DE418 1999 07 3 0.548349
860 DE418 1999 08 2 0.0216208
861 DE418 1999 09 2 0.141783
862 DE418 2000 04 2 0.168472
863 DE418 2000 05 2 11.9184
864 DE418 2002 06 2 0.0256104
865 DE418 2002 08 2 0.0269474
866 DE418 2003 03 4 55.2122
867 DE418 2003 04 4 11.0773
868 DE418 2003 07 2 0.108286
869 DE418 2003 08 5 1.82489
870 DE418 2004 04 2 0.0111405
871 DE418 2004 05 2 0.0014667
872 DE418 2005 03 2 0.898471
873 DE418 2005 04 2 0.027917
874 DE418 2005 07 2 0.0257342
875 DE418 2005 08 2 0.000818049
876 DE418 2005 09 2 0.0140452
877 DE418 2006 05 4 1.53076
878 DE418 2006 07 4 24.0147
879 DE421 1998 03 2 0.0716028
880 DE421 1998 05 3 0.726903
881 DE421 1998 06 3 1.80126
882 DE421 1998 08 3 0.228295
883 DE421 1999 05 2 0.0139915
884 DE421 1999 08 3 1.63382
885 DE421 1999 10 2 0.0805432
886 DE421 2000 04 2 0.0064867
887 DE421 2000 06 2 0.115743
888 DE421 2000 07 2 0.094456
889 DE421 2001 07 3 0.0997191
890 DE421 2002 04 2 0.357042
891 DE421 2003 04 3 0.298498
892 DE421 2003 07 2 0.0672547
893 DE421 2003 08 2 2.93714
894 DE421 2004 08 2 0.0591344
895 DE421 2005 04 2 0.434154
896 DE421 2006 07 3 1.45406
897 DE422 1998 03 2 0.284016
898 DE422 1998 05 2 0.0148151
899 DE422 1998 06 2 0.00614217
900 DE422 1999 08 2 0.281546
901 DE422 1999 09 3 1.69918
902 DE422 2000 05 2 0.120523
903 DE422 2000 06 2 0.251158
904 DE422 2001 06 2 0.0155788
905 DE422 2002 07 2 0.00517562
906 DE422 2002 09 2 0.0399912
907 DE422 2003 03 2 2.26865
908 DE422 2003 04 2 0.177208
909 DE422 2003 07 2 0.01119
910 DE422 2003 08 4 0.107948
911 DE422 2004 08 2 2.57984
912 DE422 2006 07 5 2.55061
913 DE422 2006 08 4 0.0187947
914 DE423 1998 06 4 0.111207
915 DE423 1999 05 5 0.172255
916 DE423 1999 07 2 0.0116017
917 DE423 1999 09 2 0.00682225
918 DE423 2003 08 3 0.793549
919 DE423 2005 04 2 0.00996257
920 DE423 2005 09 2 0.0324514
921 DE424 1998 02 2 1.02572
922 DE424 1998 03 2 0.637232
923 DE424 1998 04 4 1.60236
924 DE424 1998 05 4 2.35991
925 DE424 1998 06 4 0.51498
926 DE424 1998 07 2 0.283466
927 DE424 1998 08 2 0.355448
928 DE424 1998 09 2 0.0572774
929 DE424 1999 03 2 0.363183
930 DE424 1999 04 2 0.980992
931 DE424 1999 05 2 1.54027
932 DE424 1999 06 3 0.133988
933 DE424 1999 07 3 2.31606
934 DE424 1999 08 3 10.2854
935 DE424 1999 09 2 0.0148084
936 DE424 2000 03 2 0.0275338
937 DE424 2000 04 4 0.52353
938 DE424 2000 05 4 58.8432
939 DE424 2000 06 4 3.28863
940 DE424 2000 07 3 0.608496
941 DE424 2000 08 5 6.84759
942 DE424 2001 05 5 0.86585
943 DE424 2001 06 5 0.149352
944 DE424 2001 07 5 0.0507112
945 DE424 2001 08 3 0.130738
946 DE424 2002 03 2 0.0234896
947 DE424 2002 04 3 0.256172
948 DE424 2002 05 2 0.0119914
949 DE424 2002 06 5 2.12954
950 DE424 2002 07 5 2.31205
951 DE424 2002 08 5 1.01519
952 DE424 2002 09 4 0.0776358
953 DE424 2003 03 3 0.113966
954 DE424 2003 04 3 18.619
955 DE424 2003 05 3 1.72579
956 DE424 2003 06 3 4.37626
957 DE424 2003 07 4 11.2141
958 DE424 2003 08 4 2.65389
959 DE424 2003 09 4 3.85167
960 DE424 2004 02 2 0.289952
961 DE424 2004 03 3 1.71752
962 DE424 2004 04 3 1.08551
963 DE424 2004 05 5 0.442115
964 DE424 2004 06 4 0.281393
965 DE424 2004 07 4 0.141752
966 DE424 2004 08 4 0.0923612
967 DE424 2004 09 4 0.393816
968 DE424 2005 04 4 0.881837
969 DE424 2005 05 4 3.08078
970 DE424 2005 06 4 0.990736
971 DE424 2006 05 4 3.19804
972 DE424 2006 06 4 0.276527
973 DE424 2006 07 4 6.28045
974 DE424 2006 08 3 1.4451
975 DE424 2006 09 3 0.155371
976 DE425 1998 03 3 0.29827
977 DE425 1998 04 2 0.229308
978 DE425 1998 05 2 2.33178
979 DE425 1998 06 5 1.14979
980 DE425 1998 08 3 0.366289
981 DE425 1999 03 3 0.18435
982 DE425 1999 04 4 0.0638735
983 DE425 1999 05 4 4.56681
984 DE425 1999 06 3 0.0706978
985 DE425 1999 07 3 0.0633972
986 DE425 1999 08 3 0.464032
987 DE425 1999 09 3 0.693728
988 DE425 2000 04 4 1.83047
989 DE425 2000 05 4 1.73796
990 DE425 2000 06 4 3.1973
991 DE425 2000 07 4 0.724873
992 DE425 2000 08 4 4.67528
993 DE425 2000 09 3 0.194243
994 DE425 2001 04 2 0.0724194
995 DE425 2001 05 2 0.66708
996 DE425 2001 08 2 0.0421668
997 DE425 2002 02 2 0.0125149
998 DE425 2002 03 2 0.492932
999 DE425 2002 04 4 1.06466
1000 DE425 2002 05 4 0.610213
1001 DE425 2002 06 2 0.0226161
1002 DE425 2002 07 2 1.622
1003 DE425 2002 09 2 0.177274
1004 DE425 2003 03 4 1.41995
1005 DE425 2003 04 4 2.90136
1006 DE425 2003 05 4 1.56508
1007 DE425 2003 06 4 6.63876
1008 DE425 2003 07 4 5.3205
1009 DE425 2003 08 4 2.95781
1010 DE425 2003 09 4 1.64831
1011 DE425 2003 10 2 0.000947863
1012 DE425 2004 03 3 0.628583
1013 DE425 2004 04 3 7.37622
1014 DE425 2004 05 3 0.297372
1015 DE425 2004 06 3 0.204926
1016 DE425 2004 07 3 0.136811
1017 DE425 2004 08 5 0.246608
1018 DE425 2005 04 4 0.323318
1019 DE425 2005 05 2 0.00756484
1020 DE425 2005 06 2 0.590655
1021 DE425 2005 09 2 0.0599025
1022 DE425 2006 05 2 0.722113
1023 DE425 2006 06 4 0.130167
1024 DE425 2006 07 4 4.78489
1025 DE425 2006 08 3 0.0125518
1026 DE425 2006 09 3 0.131541
1027 DE425 2006 10 2 0.0291844
1028 DE425 2006 11 2 0.00746725
1029 DE426 1998 02 2 0.0711024
1030 DE426 1998 03 2 0.852621
1031 DE426 1998 04 2 1.86555
1032 DE426 1998 05 2 0.829057
1033 DE426 1998 06 2 0.710773
1034 DE426 1998 08 2 0.730691
1035 DE426 1999 04 3 1.14032
1036 DE426 1999 05 3 0.115368
1037 DE426 1999 06 2 0.641133
1038 DE426 1999 07 2 0.642983
1039 DE426 1999 08 4 0.101702
1040 DE426 1999 09 4 6.31983
1041 DE426 2000 04 5 0.569721
1042 DE426 2000 05 5 1.02056
1043 DE426 2000 06 5 3.1332
1044 DE426 2001 01 2 0.00995766
1045 DE426 2001 05 2 1.86222
1046 DE426 2001 06 3 0.0734195
1047 DE426 2001 07 3 0.081044
1048 DE426 2001 08 2 0.0739194
1049 DE426 2001 09 2 0.0719289
1050 DE426 2002 07 2 0.105511
1051 DE426 2003 03 2 0.0172517
1052 DE426 2003 04 3 1.33794
1053 DE426 2003 05 5 0.693475
1054 DE426 2003 06 5 6.26506
1055 DE426 2003 07 4 0.30387
1056 DE426 2003 08 4 2.57565
1057 DE426 2004 04 2 0.040431
1058 DE426 2004 05 2 0.0671252
1059 DE426 2004 06 2 0.0490172
1060 DE426 2004 08 3 2.35436
1061 DE426 2005 04 3 0.461008
1062 DE426 2005 06 2 0.527308
1063 DE426 2005 07 4 0.324878
1064 DE426 2006 05 4 0.60808
1065 DE426 2006 06 2 2.69247
1066 DE426 2006 07 2 2.24617
1067 DE427 1998 03 3 0.0504355
1068 DE427 1998 04 3 0.348898
1069 DE427 1998 05 3 3.43433
1070 DE427 1998 06 3 0.64027
1071 DE427 1998 07 2 0.013838
1072 DE427 1998 08 2 1.88972
1073 DE427 1999 03 4 0.137776
1074 DE427 1999 04 4 1.6028
1075 DE427 1999 05 4 2.43511
1076 DE427 1999 07 4 3.05868
1077 DE427 1999 08 4 0.573489
1078 DE427 1999 09 4 2.00196
1079 DE427 1999 10 2 0.0109581
1080 DE427 2000 04 2 1.31599
1081 DE427 2000 05 2 2.71027
1082 DE427 2000 06 2 2.82291
1083 DE427 2000 07 2 1.70337
1084 DE427 2000 08 2 4.54888
1085 DE427 2000 09 4 0.470705
1086 DE427 2000 10 2 0.107693
1087 DE427 2001 04 2 5.11236
1088 DE427 2001 05 2 3.81262
1089 DE427 2001 06 2 1.68291
1090 DE427 2001 07 2 1.07423
1091 DE427 2001 08 4 0.107209
1092 DE427 2002 03 4 0.104071
1093 DE427 2002 04 3 0.691902
1094 DE427 2002 05 3 0.451178
1095 DE427 2002 06 3 0.0372769
1096 DE427 2002 07 5 0.940758
1097 DE427 2002 08 4 0.0414534
1098 DE427 2002 09 2 0.00763478
1099 DE427 2003 03 2 1.20813
1100 DE427 2003 04 2 38.148
1101 DE427 2003 05 2 1.64391
1102 DE427 2003 06 2 10.1933
1103 DE427 2003 07 2 0.958531
1104 DE427 2003 08 2 2.09292
1105 DE427 2003 09 4 0.0257663
1106 DE427 2003 10 2 0.0142668
1107 DE427 2004 03 4 3.09942
1108 DE427 2004 04 2 7.58433
1109 DE427 2004 05 2 0.0293454
1110 DE427 2004 07 3 0.372728
1111 DE427 2004 08 3 1.58081
1112 DE427 2005 04 3 0.178174
1113 DE427 2005 06 4 0.241294
1114 DE427 2005 07 2 0.0460442
1115 DE427 2006 05 4 0.259107
1116 DE427 2006 07 4 21.0566
1117 DE427 2006 08 3 0.0258755
1118 DE427 2006 09 2 0.00100905
1119 DE428 1998 02 2 0.344928
1120 DE428 1998 03 2 0.797963
1121 DE428 1998 04 3 0.432423
1122 DE428 1998 05 3 3.16523
1123 DE428 1998 06 4 0.438733
1124 DE428 1998 07 2 0.116057
1125 DE428 1998 08 2 10.8807
1126 DE428 1999 05 2 0.819082
1127 DE428 1999 06 2 0.00833796
1128 DE428 1999 07 2 3.62165
1129 DE428 1999 08 2 1.01191
1130 DE428 1999 09 2 2.59921
1131 DE428 1999 10 2 0.521829
1132 DE428 2000 04 2 0.0936869
1133 DE428 2000 05 2 3.22168
1134 DE428 2000 06 2 9.67354
1135 DE428 2000 07 2 0.0136321
1136 DE428 2000 08 5 0.425109
1137 DE428 2001 05 3 0.0951064
1138 DE428 2001 06 3 0.13455
1139 DE428 2001 07 3 0.444385
1140 DE428 2002 04 2 0.028739
1141 DE428 2002 05 2 0.0107576
1142 DE428 2002 06 3 0.0268625
1143 DE428 2002 07 2 0.0167916
1144 DE428 2002 08 3 0.429905
1145 DE428 2003 03 2 0.21475
1146 DE428 2003 04 2 3.48203
1147 DE428 2003 05 2 0.83351
1148 DE428 2003 06 2 2.87105
1149 DE428 2003 07 2 6.14581
1150 DE428 2003 08 2 1.0173
1151 DE428 2003 09 2 0.291832
1152 DE428 2004 04 3 0.513649
1153 DE428 2004 05 3 0.103684
1154 DE428 2004 08 3 3.96433
1155 DE428 2004 09 4 0.0292622
1156 DE428 2005 04 3 0.468838
1157 DE428 2005 05 3 0.577066
1158 DE428 2005 06 4 0.0253658
1159 DE428 2006 06 5 0.197697
1160 DE428 2006 07 5 0.377766
1161 DE428 2006 08 2 0.0517864
1162 DE428 2006 09 4 1.61901
1163 DE429 1998 03 3 0.101114
1164 DE429 1998 05 3 1.52365
1165 DE429 1998 06 3 0.754216
1166 DE429 1998 07 5 1.26199
1167 DE429 1998 08 5 0.560755
1168 DE429 1999 03 2 0.00965758
1169 DE429 1999 04 3 0.240959
1170 DE429 1999 05 3 0.696886
1171 DE429 1999 07 5 0.118238
1172 DE429 1999 08 5 4.20178
1173 DE429 1999 09 5 2.54837
1174 DE429 2000 04 2 0.389487
1175 DE429 2000 05 2 1.05807
1176 DE429 2000 06 3 0.0208244
1177 DE429 2000 08 4 0.705389
1178 DE429 2000 09 2 0.00679371
1179 DE429 2001 05 4 0.769247
1180 DE429 2001 06 3 0.190288
1181 DE429 2001 07 3 1.07967
1182 DE429 2001 08 5 1.21434
1183 DE429 2002 02 2 0.170089
1184 DE429 2002 04 3 3.35611
1185 DE429 2002 05 2 0.05921
1186 DE429 2002 06 5 0.4189
1187 DE429 2002 07 2 4.15158
1188 DE429 2002 08 2 0.891187
1189 DE429 2002 09 3 0.145131
1190 DE429 2003 04 3 0.986288
1191 DE429 2003 05 3 1.1921
1192 DE429 2003 06 3 2.23348
1193 DE429 2003 07 4 0.482602
1194 DE429 2003 08 4 0.301539
1195 DE429 2003 09 5 0.596557
1196 DE429 2004 04 5 1.57954
1197 DE429 2004 05 3 0.212632
1198 DE429 2004 06 2 0.393848
1199 DE429 2004 08 2 0.562657
1200 DE429 2004 09 3 0.116296
1201 DE429 2004 10 2 0.00344961
1202 DE429 2005 04 2 0.706241
1203 DE429 2005 05 4 0.0695084
1204 DE429 2005 06 3 0.0577495
1205 DE429 2006 05 5 0.570421
1206 DE429 2006 06 3 0.0266454
1207 DE429 2006 07 3 4.4466
1208 DE429 2006 08 4 0.0576774
1209 DE429 2006 09 5 0.0740666
1210 DE429 2006 10 3 0.00996729
1211 DE42A 1998 02 2 0.0113474
1212 DE42A 1998 03 3 4.6957
1213 DE42A 1998 04 3 0.584827
1214 DE42A 1998 05 3 3.17441
1215 DE42A 1998 06 5 0.60406
1216 DE42A 1998 07 3 0.323681
1217 DE42A 1998 08 3 4.90165
1218 DE42A 1999 05 3 1.96884
1219 DE42A 1999 06 4 0.374669
1220 DE42A 1999 07 4 3.44554
1221 DE42A 1999 08 4 7.25884
1222 DE42A 1999 09 4 1.80507
1223 DE42A 2000 04 4 0.103008
1224 DE42A 2000 05 4 8.84669
1225 DE42A 2000 06 4 9.95015
1226 DE42A 2000 07 4 0.992033
1227 DE42A 2000 08 3 0.313455
1228 DE42A 2000 09 2 0.300627
1229 DE42A 2001 05 2 0.413832
1230 DE42A 2001 06 2 0.222751
1231 DE42A 2001 07 2 0.589476
1232 DE42A 2001 08 2 2.41778
1233 DE42A 2001 09 2 0.0231618
1234 DE42A 2002 04 4 0.505365
1235 DE42A 2002 06 2 0.00752887
1236 DE42A 2002 07 5 0.345044
1237 DE42A 2002 08 2 0.0147485
1238 DE42A 2002 09 3 1.09364
1239 DE42A 2003 03 5 14.8593
1240 DE42A 2003 04 5 64.9016
1241 DE42A 2003 05 5 21.9679
1242 DE42A 2003 06 5 2.40438
1243 DE42A 2003 07 5 1.65652
1244 DE42A 2003 08 5 124.158
1245 DE42A 2003 09 5 1.2083
1246 DE42A 2004 03 2 0.00181564
1247 DE42A 2004 04 2 47.6716
1248 DE42A 2004 05 4 0.221128
1249 DE42A 2004 08 4 13.1885
1250 DE42A 2005 04 4 2.48898
1251 DE42A 2005 05 4 1.00022
1252 DE42A 2005 06 4 13.7255
1253 DE42A 2005 07 4 3.41236
1254 DE42A 2005 09 3 0.132884
1255 DE42A 2006 04 2 0.529421
1256 DE42A 2006 05 2 1.43798
1257 DE42A 2006 06 2 0.464651
1258 DE42A 2006 07 2 71.6176
1259 DE42A 2006 10 4 0.226662
1260 DE711 1997 06 2 0.0872856
1261 DE711 1998 05 2 0.037123
1262 DE711 1999 07 3 0.56277
1263 DE711 2003 04 3 0.199957
1264 DE711 2003 08 3 0.0380369
1265 DE711 2004 06 2 0.00765196
1266 DE713 2002 09 2 0.0168887
1267 DE713 2003 04 2 0.00749715
1268 DE713 2003 06 2 0.331495
1269 DE713 2006 07 2 0.238739
1270 DE715 1997 03 2 1.01431
1271 DE715 1997 06 2 0.00897178
1272 DE715 1997 09 2 0.119071
1273 DE715 1999 05 2 0.40987
1274 DE715 1999 08 2 0.0581792
1275 DE715 1999 09 2 0.144519
1276 DE715 2002 05 3 0.12011
1277 DE715 2003 04 3 1.76793
1278 DE715 2003 05 2 1.44092
1279 DE715 2003 07 2 0.0711595
1280 DE715 2003 08 2 1.37348
1281 DE715 2006 05 2 0.0108234
1282 DE715 2006 06 2 1.58068
1283 DE715 2006 07 2 0.253726
1284 DE716 1997 08 4 1.03142
1285 DE716 1997 09 3 0.0209612
1286 DE716 1997 10 2 0.086721
1287 DE716 1998 03 2 0.147132
1288 DE716 2001 04 2 0.0630105
1289 DE716 2001 05 2 0.0672278
1290 DE716 2001 08 3 0.245539
1291 DE716 2003 03 2 0.549173
1292 DE716 2003 04 2 0.132447
1293 DE716 2003 08 3 4.54735
1294 DE716 2003 09 2 9.4549
1295 DE716 2005 03 2 0.025956
1296 DE716 2005 08 2 0.0191179
1297 DE716 2006 08 2 0.0142775
1298 DE717 1997 06 3 0.102096
1299 DE717 1997 08 2 0.0342877
1300 DE717 1997 10 2 0.00832038
1301 DE717 1998 04 2 0.349544
1302 DE717 1998 05 5 0.442944
1303 DE717 1998 08 5 1.07913
1304 DE717 1999 08 3 0.0483568
1305 DE717 2000 01 2 0.936008
1306 DE717 2000 04 2 0.169961
1307 DE717 2000 07 2 0.0309356
1308 DE717 2003 03 5 0.709837
1309 DE717 2003 07 2 0.211943
1310 DE717 2003 08 2 0.250327
1311 DE717 2004 05 2 0.0148506
1312 DE717 2005 03 2 0.917378
1313 DE717 2005 04 2 0.106761
1314 DE717 2005 08 2 0.00654803
1315 DE717 2006 04 2 0.0106138
1316 DE717 2006 05 3 0.0559007
1317 DE718 1997 04 3 0.942474
1318 DE718 1997 08 2 0.0416164
1319 DE718 1998 08 4 0.0392956
1320 DE718 1999 05 4 0.150723
1321 DE718 1999 09 3 0.0809795
1322 DE718 2000 06 2 0.618412
1323 DE718 2003 03 2 0.128378
1324 DE718 2003 04 5 0.680948
1325 DE718 2003 05 4 0.014666
1326 DE718 2003 06 3 0.00377111
1327 DE718 2003 07 2 0.006691
1328 DE718 2003 08 2 0.193087
1329 DE718 2004 05 2 0.00947829
1330 DE718 2005 05 2 0.189451
1331 DE718 2005 06 2 0.463943
1332 DE718 2005 09 2 0.0153071
1333 DE718 2006 05 3 0.056494
1334 DE718 2006 06 3 0.0401625
1335 DE718 2006 07 2 0.0116176
1336 DE718 2006 09 2 0.014815
1337 DE71A 2006 07 2 0.0143598
1338 DE71C 1997 04 2 1.10493
1339 DE71C 1997 06 5 1.33311
1340 DE71C 1997 07 2 0.129536
1341 DE71C 1997 08 3 0.754137
1342 DE71C 1997 09 2 0.0868728
1343 DE71C 1997 10 2 0.0474168
1344 DE71C 1998 02 2 0.253551
1345 DE71C 1998 03 4 6.17588
1346 DE71C 1998 05 3 0.153007
1347 DE71C 1998 06 3 0.214782
1348 DE71C 1998 07 3 0.0684172
1349 DE71C 1999 05 3 0.126021
1350 DE71C 1999 06 2 0.335718
1351 DE71C 1999 08 2 0.71582
1352 DE71C 1999 09 2 0.537077
1353 DE71C 2000 04 2 0.779226
1354 DE71C 2001 04 2 0.0670797
1355 DE71C 2001 07 3 0.782863
1356 DE71C 2001 08 5 1.71664
1357 DE71C 2003 02 2 0.467768
1358 DE71C 2003 03 4 0.513338
1359 DE71C 2003 04 4 3.82932
1360 DE71C 2003 05 3 0.223396
1361 DE71C 2003 07 2 0.129762
1362 DE71C 2003 08 2 0.117866
1363 DE71C 2004 05 2 0.690796
1364 DE71C 2006 07 2 0.0474376
1365 DE804 2003 04 2 0.237989
1366 DE809 1998 05 3 0.027235
1367 DE809 1999 06 2 0.0214134
1368 DE809 1999 08 2 0.0245604
1369 DE809 2000 06 2 0.346776
1370 DE809 2001 04 2 0.19713
1371 DE809 2002 10 2 0.0118954
1372 DE809 2003 05 2 0.122341
1373 DE809 2003 08 5 0.186773
1374 DE809 2003 09 2 0.0546872
1375 DE809 2004 06 2 0.425454
1376 DE809 2005 03 2 0.966067
1377 DE809 2005 04 4 1.03794
1378 DE809 2005 07 2 0.00701962
1379 DE809 2006 07 3 0.0329232
1380 DE80A 1998 04 2 0.077304
1381 DE80A 1998 05 2 0.221074
1382 DE80A 1999 05 2 0.0233346
1383 DE80A 1999 06 2 0.0129475
1384 DE80A 1999 07 2 0.875468
1385 DE80A 1999 08 5 0.660458
1386 DE80A 1999 09 4 0.858009
1387 DE80A 2000 05 4 0.186188
1388 DE80A 2000 06 4 0.189465
1389 DE80A 2000 07 2 0.0362703
1390 DE80A 2002 04 2 0.0628326
1391 DE80A 2002 07 2 0.0230122
1392 DE80A 2002 09 3 0.245359
1393 DE80A 2003 03 4 5.20754
1394 DE80A 2003 04 2 0.197839
1395 DE80A 2003 05 3 0.297987
1396 DE80A 2003 06 3 1.02586
1397 DE80A 2003 07 5 0.0778141
1398 DE80A 2003 08 5 2.53704
1399 DE80A 2004 03 2 0.152356
1400 DE80A 2004 04 3 5.71757
1401 DE80A 2004 08 3 1.40449
1402 DE80A 2005 04 3 1.61208
1403 DE80A 2005 05 2 0.0118685
1404 DE80A 2005 07 2 0.0265942
1405 DE80A 2005 08 2 0.0038328
1406 DE80A 2006 06 2 0.479608
1407 DE80A 2006 07 2 4.46203
1408 DE80A 2006 09 2 0.0357555
1409 DE80A 2006 12 2 0.00129629
1410 DE80B 1998 04 2 0.0122205
1411 DE80B 1998 05 4 6.1691
1412 DE80B 1998 06 2 0.0108829
1413 DE80B 1998 08 2 0.186051
1414 DE80B 1999 05 3 0.699003
1415 DE80B 1999 07 3 1.28459
1416 DE80B 1999 08 4 0.278282
1417 DE80B 1999 09 2 0.114283
1418 DE80B 2000 05 4 0.340082
1419 DE80B 2000 06 4 6.52678
1420 DE80B 2001 07 2 0.366248
1421 DE80B 2002 09 2 1.0475
1422 DE80B 2002 10 2 0.0138757
1423 DE80B 2003 03 3 1.72783
1424 DE80B 2003 04 3 0.697889
1425 DE80B 2003 05 5 0.861286
1426 DE80B 2003 06 5 6.17959
1427 DE80B 2003 07 3 0.0903816
1428 DE80B 2003 08 3 3.55768
1429 DE80B 2004 05 2 0.064241
1430 DE80B 2004 06 2 0.0342194
1431 DE80B 2005 04 2 0.234832
1432 DE80B 2005 06 3 0.0270552
1433 DE80B 2005 07 4 26.4083
1434 DE80B 2006 07 4 1.34584
1435 DE80C 1999 05 2 0.246646
1436 DE80C 1999 08 2 0.610115
1437 DE80C 2000 05 2 0.0585376
1438 DE80C 2000 06 2 0.138162
1439 DE80C 2001 05 2 0.0433701
1440 DE80C 2001 07 2 0.00507987
1441 DE80C 2003 04 2 0.0212985
1442 DE80C 2003 05 2 0.516515
1443 DE80C 2006 07 2 0.195911
1444 DE80E 2006 07 2 0.0546862
1445 DE80F 1998 02 3 0.0115634
1446 DE80F 1998 03 3 0.356959
1447 DE80F 2000 06 2 0.0494708
1448 DE80F 2003 04 2 0.438969
1449 DE80F 2005 04 2 0.0124384
1450 DE80F 2006 05 2 0.7044
1451 DE80G 1998 05 2 0.0810525
1452 DE80G 1998 06 2 0.0124936
1453 DE80G 1999 05 2 0.454048
1454 DE80G 1999 06 2 0.0144718
1455 DE80G 1999 07 2 0.0491058
1456 DE80G 1999 08 2 0.218262
1457 DE80G 2000 06 2 4.57853
1458 DE80G 2001 07 2 0.00994532
1459 DE80G 2003 03 4 0.218563
1460 DE80G 2003 04 2 0.0530992
1461 DE80G 2003 08 2 0.082021
1462 DE80G 2004 04 2 3.7687
1463 DE80G 2006 07 2 0.595487
1464 DE80H 2006 05 2 0.00275206
1465 DE80I 1998 03 4 1.75521
1466 DE80I 1998 05 2 0.32385
1467 DE80I 1998 06 2 1.81842
1468 DE80I 1998 07 2 0.0137361
1469 DE80I 1999 05 2 0.111423
1470 DE80I 1999 07 5 7.14531
1471 DE80I 1999 09 2 0.0626575
1472 DE80I 2000 04 2 2.10194
1473 DE80I 2000 05 5 0.674004
1474 DE80I 2000 06 3 0.0870637
1475 DE80I 2001 06 2 0.101152
1476 DE80I 2001 07 2 0.36813
1477 DE80I 2001 08 2 0.0274864
1478 DE80I 2002 05 2 0.333726
1479 DE80I 2002 06 2 0.056328
1480 DE80I 2002 07 2 0.0598985
1481 DE80I 2002 08 2 0.373947
1482 DE80I 2003 04 2 1.75364
1483 DE80I 2003 05 4 0.0815032
1484 DE80I 2003 06 2 0.657489
1485 DE80I 2003 07 2 0.000826836
1486 DE80I 2003 08 3 0.0399417
1487 DE80I 2004 06 2 0.0633558
1488 DE80I 2005 04 3 0.109054
1489 DE80I 2005 07 2 0.0724066
