global_unique_identifier,latitude,longitude,scientific_name,observation_date,effort_distance_km,effort_area_ha,cartodb_id,created_at,updated_at
URN:CornellLabOfOrnithology:EBIRD:OBS54453923,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,7/9/07,,,5232162,2015-02-18 10:19:10.107835+00,2015-02-24 17:25:44.276782+00
URN:CornellLabOfOrnithology:EBIRD:OBS76725483,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,11/15/07,,,5233296,2015-02-18 10:19:10.107835+00,2015-02-24 17:25:44.276782+00
URN:CornellLabOfOrnithology:EBIRD:OBS170870420,-0.009803,-78.675227,Lepidocolaptes lacrymiger,2/28/08,20,,5233852,2015-02-18 10:19:10.107835+00,2015-02-24 17:25:44.276782+00
URN:CornellLabOfOrnithology:EBIRD:OBS183814202,-0.3709576,-78.0815987,Lepidocolaptes lacrymiger,4/14/08,,,5236515,2015-02-18 10:19:10.107835+00,2015-02-24 17:25:44.276782+00
URN:CornellLabOfOrnithology:EBIRD:OBS58981615,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,11/3/08,,,5246484,2015-02-18 10:19:10.107835+00,2015-02-24 17:25:44.276782+00
URN:CornellLabOfOrnithology:EBIRD:OBS59545231,-5.6958833,-77.8074667,Lepidocolaptes lacrymiger,11/16/08,4.828,,5247598,2015-02-18 10:19:10.107835+00,2015-02-24 17:25:44.276782+00
URN:CornellLabOfOrnithology:EBIRD:OBS82594869,-4.4948845,-79.1325474,Lepidocolaptes lacrymiger,2/25/08,,,5250406,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS92982603,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,11/21/08,,2.0234,5250707,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS88742403,-5.6630556,-77.9088889,Lepidocolaptes lacrymiger,8/17/08,6,,5251047,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS68035634,-10.702993,-74.124241,Lepidocolaptes lacrymiger,9/27/08,,4.0469,5251284,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS94785835,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,11/21/08,,,5252180,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS88744013,-5.6630556,-77.9088889,Lepidocolaptes lacrymiger,8/19/08,6,,5252432,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS102787999,-0.0222688,-78.736835,Lepidocolaptes lacrymiger,7/21/09,8.047,,5252631,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS110762261,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,7/18/09,,,5252844,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS114512431,-0.009819,-78.7164574,Lepidocolaptes lacrymiger,7/25/09,,,5253034,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS176652326,4.741672,-76.29466,Lepidocolaptes lacrymiger,3/12/09,,,5253441,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS233666144,-0.3709576,-78.0815987,Lepidocolaptes lacrymiger,2/19/09,,,5256675,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS254205324,0.0072519,-78.7108602,Lepidocolaptes lacrymiger,11/22/09,,,5256904,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS63097399,11.112464,-74.0673351,Lepidocolaptes lacrymiger,1/30/09,10,,5259471,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS63084096,11.112464,-74.0673351,Lepidocolaptes lacrymiger,1/29/09,8,,5259507,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS69562667,11.10076,-74.07217,Lepidocolaptes lacrymiger,4/8/09,0.5,,5263228,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS70632941,0.003758,-78.678405,Lepidocolaptes lacrymiger,5/2/09,8.047,,5265259,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS73052979,5.0827198,-75.4092979,Lepidocolaptes lacrymiger,2/8/09,,18.2109,5268030,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS76616516,-0.0500393,-78.7882805,Lepidocolaptes lacrymiger,10/16/09,,,5270777,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS78342556,11.10076,-74.07217,Lepidocolaptes lacrymiger,10/29/09,0.5,,5276100,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS99483171,-13.1620833,-71.5945,Lepidocolaptes lacrymiger,10/19/09,1.77,,5277247,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS80075735,-0.6008,-77.8907,Lepidocolaptes lacrymiger,12/16/09,9.656,,5278084,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS101172476,0.0113297,-78.6760139,Lepidocolaptes lacrymiger,11/7/10,3.219,,5279265,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS102889808,0.003758,-78.678405,Lepidocolaptes lacrymiger,11/15/10,0.644,,5282243,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS101170934,0.003758,-78.678405,Lepidocolaptes lacrymiger,10/19/10,1.207,,5282453,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS103027108,4.728472,-75.577949,Lepidocolaptes lacrymiger,11/11/10,5,,5282612,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS102763005,-0.015922,-78.681206,Lepidocolaptes lacrymiger,12/1/10,3.219,,5284847,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS102890800,0.003758,-78.678405,Lepidocolaptes lacrymiger,11/27/10,2.012,,5285031,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS102889931,0.003758,-78.678405,Lepidocolaptes lacrymiger,11/17/10,1.609,,5285053,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS112713550,0.0072519,-78.7108602,Lepidocolaptes lacrymiger,8/2/10,3.219,,5286130,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS122944902,10.4012931,-67.1777058,Lepidocolaptes lacrymiger,3/24/10,3,,5286627,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS135350251,0.003758,-78.678405,Lepidocolaptes lacrymiger,12/5/10,3.219,,5287217,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS104434222,11.10084,-74.07214,Lepidocolaptes lacrymiger,11/23/10,6,,5287405,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS176740933,4.72895,-75.577607,Lepidocolaptes lacrymiger,10/6/10,,,5288392,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS135335815,0.003758,-78.678405,Lepidocolaptes lacrymiger,12/4/10,6.437,,5288933,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS136901026,-18.1066976,-63.7948608,Lepidocolaptes lacrymiger,8/10/10,2.414,,5289095,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS221684368,5.0827198,-75.4092979,Lepidocolaptes lacrymiger,2/13/10,10,,5289608,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS192850611,4.9014661,-74.9583435,Lepidocolaptes lacrymiger,1/27/10,,,5290659,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS192849659,11.1241705,-74.0952301,Lepidocolaptes lacrymiger,2/12/10,,,5290661,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS185192104,0.0072519,-78.7108602,Lepidocolaptes lacrymiger,12/12/10,4.828,,5290748,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS205535413,-0.0510456,-78.7783935,Lepidocolaptes lacrymiger,7/25/10,40.234,,5290920,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS252180667,4.8732167,-76.2273,Lepidocolaptes lacrymiger,1/31/10,,,5291117,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS250859091,6.8521911,-73.3768272,Lepidocolaptes lacrymiger,1/6/10,,,5292643,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS255344772,0.112137,-78.6072066,Lepidocolaptes lacrymiger,2/25/10,1.006,,5292855,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS86387874,-0.0308132,-78.7644625,Lepidocolaptes lacrymiger,2/8/10,1,,5295450,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS86356412,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,2/1/10,1,,5297547,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS90344157,-0.009803,-78.675227,Lepidocolaptes lacrymiger,4/6/10,6.437,,5301116,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS96127773,-11.5105556,-74.8338889,Lepidocolaptes lacrymiger,7/29/10,,,5308383,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS97645446,10.4012931,-67.1777058,Lepidocolaptes lacrymiger,5/6/10,3,,5308717,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS98541953,-0.3479555,-78.8665581,Lepidocolaptes lacrymiger,2/7/10,,,5312329,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS105809726,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,1/15/11,6.437,,5314456,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS107389390,-0.3709576,-78.0815987,Lepidocolaptes lacrymiger,1/27/11,1,,5319743,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS113665650,8.6564,-71.4,Lepidocolaptes lacrymiger,3/13/11,3.219,,5323533,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS113685299,8.7114,-70.9854,Lepidocolaptes lacrymiger,3/14/11,48.279,,5323757,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS115664441,-4.4948845,-79.1325474,Lepidocolaptes lacrymiger,4/19/11,8.047,,5328429,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS119425000,-0.015922,-78.681206,Lepidocolaptes lacrymiger,5/19/11,4.828,,5332593,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS123140967,-0.5939377,-77.8834534,Lepidocolaptes lacrymiger,6/16/11,2.414,,5334813,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS124316853,5.0827198,-75.4092979,Lepidocolaptes lacrymiger,7/17/11,,,5336250,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS123147129,-0.5939377,-77.8834534,Lepidocolaptes lacrymiger,6/15/11,2.414,,5337501,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS124316684,4.4730333,-75.2249667,Lepidocolaptes lacrymiger,7/15/11,,,5339443,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS124372554,-5.6958833,-77.8074667,Lepidocolaptes lacrymiger,8/8/11,2,,5339601,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS132277911,0.0072519,-78.7108602,Lepidocolaptes lacrymiger,11/20/11,4.828,,5350552,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS130933015,11.112464,-74.0673351,Lepidocolaptes lacrymiger,11/17/11,3,,5351817,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS142697988,10.5343144,-66.8897694,Lepidocolaptes lacrymiger,12/28/11,6,,5355121,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS144348302,-6.694833,-77.690667,Lepidocolaptes lacrymiger,9/15/11,9.656,,5355675,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS176743939,4.266389,-73.798333,Lepidocolaptes lacrymiger,11/24/11,,,5356725,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS198117602,-0.019784,-78.682494,Lepidocolaptes lacrymiger,2/18/11,,,5357701,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS144339302,-6.694833,-77.690667,Lepidocolaptes lacrymiger,9/13/11,9.656,,5358956,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS179280872,-0.009803,-78.675227,Lepidocolaptes lacrymiger,12/6/11,16.093,,5360230,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS186503630,-0.015922,-78.681206,Lepidocolaptes lacrymiger,11/7/11,0.805,,5360498,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS184751775,-0.015922,-78.681206,Lepidocolaptes lacrymiger,11/7/11,4.023,,5360573,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS138477702,6.4317162,-76.0911369,Lepidocolaptes lacrymiger,1/27/12,2,,5366142,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS142290502,-0.01691,-78.687681,Lepidocolaptes lacrymiger,2/9/12,6.437,,5369914,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS141983563,-18.3515528,-63.9738611,Lepidocolaptes lacrymiger,2/20/12,3.219,,5369918,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS142182633,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,1/15/12,0,29.9993,5373797,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS142132495,-0.015922,-78.681206,Lepidocolaptes lacrymiger,1/30/12,,,5373890,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS145792079,11.1117902,-74.0382385,Lepidocolaptes lacrymiger,3/24/12,,,5378655,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS150079598,-13.10135,-71.569083,Lepidocolaptes lacrymiger,4/22/12,6.437,,5383591,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS153544574,3.5798306,-76.5720944,Lepidocolaptes lacrymiger,5/19/12,1.75,,5386595,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS159121039,-0.3709576,-78.0815987,Lepidocolaptes lacrymiger,6/21/12,,,5393950,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS160121786,0.003758,-78.678405,Lepidocolaptes lacrymiger,8/3/12,9.994,,5394726,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS164463971,-3.6580581,-79.2696719,Lepidocolaptes lacrymiger,9/16/12,7,,5403756,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS166685601,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,10/15/12,80.467,,5407670,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS168246851,-18.5930657,-63.7791329,Lepidocolaptes lacrymiger,10/21/12,12.875,,5408974,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS172727311,10.3531699,-67.1238899,Lepidocolaptes lacrymiger,12/15/12,15,,5420854,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS175813851,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,12/30/12,1.609,,5421699,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS173519704,3.5,-76.6333333,Lepidocolaptes lacrymiger,10/28/12,,,5422325,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS206568097,-11.3381508,-74.7361093,Lepidocolaptes lacrymiger,1/3/12,,,5423434,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS176745543,11.1098,-74.0448,Lepidocolaptes lacrymiger,12/13/12,,,5424780,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS212408964,-0.0207474,-78.7432888,Lepidocolaptes lacrymiger,9/7/12,,,5426365,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS246266458,-0.034244,-78.705114,Lepidocolaptes lacrymiger,11/24/12,0.483,,5426381,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS246274487,-0.0604248,-78.7846756,Lepidocolaptes lacrymiger,11/29/12,4.828,,5426389,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS246269351,-0.030703,-78.725828,Lepidocolaptes lacrymiger,11/26/12,9.656,,5426395,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS247630063,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,12/12/12,0.805,,5426563,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS175691662,3.5701707,-76.5802556,Lepidocolaptes lacrymiger,1/7/13,4,,5428684,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS232616042,0.0072519,-78.7108602,Lepidocolaptes lacrymiger,7/5/12,,,5428688,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS176742302,-0.5911896,-77.882201,Lepidocolaptes lacrymiger,1/10/13,,,5433668,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS180246720,4.26239,-73.80045,Lepidocolaptes lacrymiger,1/26/13,5.75,,5436596,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS180311373,11.112464,-74.0673351,Lepidocolaptes lacrymiger,2/9/13,2.865,,5436813,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS180713247,10.5198172,-66.8592443,Lepidocolaptes lacrymiger,2/12/13,1.5,,5437598,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS179188588,11.112464,-74.0673351,Lepidocolaptes lacrymiger,2/1/13,,,5438235,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS181968414,5.0827198,-75.4092979,Lepidocolaptes lacrymiger,2/11/13,2.414,,5442397,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS184518351,4.6257041,-75.5941772,Lepidocolaptes lacrymiger,3/3/13,15,,5442428,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS184437308,4.6257041,-75.5941772,Lepidocolaptes lacrymiger,3/3/13,15,,5442459,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS189081319,11.112464,-74.0673351,Lepidocolaptes lacrymiger,3/8/13,,,5450330,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS189421158,-0.009803,-78.675227,Lepidocolaptes lacrymiger,3/30/13,3.219,,5450851,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS187370806,0.0072519,-78.7108602,Lepidocolaptes lacrymiger,2/23/13,3.219,,5451562,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS187517041,0.025749,-78.728328,Lepidocolaptes lacrymiger,3/14/13,1.609,,5451871,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS198574208,11.1117902,-74.0382385,Lepidocolaptes lacrymiger,5/19/13,5,,5463749,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS203160328,0.37525,-78.47603,Lepidocolaptes lacrymiger,7/1/13,9,,5468549,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS203265284,0.11838,-78.61205,Lepidocolaptes lacrymiger,7/2/13,,,5471510,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS203381900,-0.3709576,-78.0815987,Lepidocolaptes lacrymiger,6/26/13,0.805,,5471705,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS208261891,4.7189486,-75.5669689,Lepidocolaptes lacrymiger,8/8/13,3.219,,5474946,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS210212299,-13.1577714,-71.5976,Lepidocolaptes lacrymiger,8/13/13,3.219,,5478231,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS213171102,5.0827198,-75.4092979,Lepidocolaptes lacrymiger,5/25/13,1,,5489742,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS217214151,0.166125,-78.878878,Lepidocolaptes lacrymiger,10/5/13,100,,5492405,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS215220802,0.11838,-78.61205,Lepidocolaptes lacrymiger,10/21/13,,,5494210,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS218101298,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,11/3/13,0.402,,5494287,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS218621630,-18.01187,-64.45112,Lepidocolaptes lacrymiger,11/9/13,8.047,,5495370,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS219233894,11.112464,-74.0673351,Lepidocolaptes lacrymiger,11/14/13,8.047,,5496683,2015-02-18 10:19:10.107835+00,2015-02-24 17:27:17.309538+00
URN:CornellLabOfOrnithology:EBIRD:OBS218184057,-0.4506944,-77.8601389,Lepidocolaptes lacrymiger,11/17/13,5.005,,5501562,2015-02-18 10:19:10.107835+00,2015-02-24 17:29:05.984113+00
URN:CornellLabOfOrnithology:EBIRD:OBS221741062,-0.01691,-78.687681,Lepidocolaptes lacrymiger,12/2/13,8.047,,5501612,2015-02-18 10:19:10.107835+00,2015-02-24 17:29:05.984113+00
URN:CornellLabOfOrnithology:EBIRD:OBS220107518,0.11838,-78.61205,Lepidocolaptes lacrymiger,12/3/13,,,5505225,2015-02-18 10:19:10.107835+00,2015-02-24 17:29:05.984113+00
URN:CornellLabOfOrnithology:EBIRD:OBS231975737,-0.0604248,-78.7846756,Lepidocolaptes lacrymiger,12/20/13,12.875,,5509096,2015-02-18 10:19:10.107835+00,2015-02-24 17:29:05.984113+00
